time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-07-25T14:41:03.558Z,26.7016,126.4579,10,5.1,mww,66,52,1.628,0.89,us,us7000htbq,2022-08-04T18:41:57.040Z,"133 km WNW of Naha, Japan",earthquake,7.37,1.824,0.071,19,reviewed,us,us
2022-07-25T13:33:28.743Z,0.6779,-77.8303,2.998,5.7,mww,81,73,0.058,0.39,us,us7000htbb,2022-08-30T19:13:31.931Z,"9 km N of San Gabriel, Ecuador",earthquake,2.46,3.298,0.045,47,reviewed,us,us
2022-07-25T10:45:26.809Z,-14.2464,-13.8309,10,5.2,mb,84,55,22.608,0.57,us,us7000htag,2022-08-24T06:46:36.040Z,southern Mid-Atlantic Ridge,earthquake,10.97,1.784,0.041,200,reviewed,us,us
2022-07-25T01:09:47.588Z,-33.7975,-179.5287,49.029,5.1,mb,73,57,4.149,0.58,us,us7000ht8a,2022-08-30T21:29:53.040Z,south of the Kermadec Islands,earthquake,9.11,3.819,0.063,81,reviewed,us,us
2022-07-24T19:04:21.801Z,-58.7354,-25.2696,36.148,5,mww,73,51,7.64,0.81,us,us7000ht5t,2022-09-03T18:49:02.040Z,South Sandwich Islands region,earthquake,10.07,4.879,0.098,10,reviewed,us,us
2022-07-24T06:46:38.913Z,0.4707,126.3046,11.101,5.3,mww,137,26,1.103,0.4,us,us7000ht2x,2022-08-31T12:37:03.029Z,"125 km WSW of Ternate, Indonesia",earthquake,7.14,4.059,0.071,19,reviewed,us,us
2022-07-23T16:09:06.660Z,26.9667,55.3786,11,5.6,mww,151,26,2.146,0.96,us,us7000hszl,2022-09-03T18:50:44.227Z,southern Iran,earthquake,5.22,1.814,0.098,10,reviewed,us,us
2022-07-23T16:07:47.118Z,26.8637,55.2135,9,5.4,mww,109,30,2.109,0.73,us,us7000hszk,2022-08-21T15:25:33.889Z,"47 km NE of Bandar-e Lengeh, Iran",earthquake,8.4,1.796,0.098,10,reviewed,us,us
2022-07-23T07:35:44.890Z,-7.5885,122.3837,10,5.4,mww,144,39,1.05,0.61,us,us7000hswx,2022-08-10T05:53:25.310Z,"115 km N of Maumere, Indonesia",earthquake,3.83,1.826,0.071,19,reviewed,us,us
2022-07-23T06:09:15.535Z,-7.5962,122.4103,10,5.4,mww,101,59,1.047,0.61,us,us7000hswf,2022-08-31T07:09:52.338Z,"115 km N of Maumere, Indonesia",earthquake,5.18,1.766,0.073,18,reviewed,us,us
2022-07-23T03:56:35.601Z,24.934,-45.6798,10,5.1,mww,107,70,16.75,0.93,us,us7000hsw2,2022-08-30T21:34:30.040Z,northern Mid-Atlantic Ridge,earthquake,10.51,1.869,0.061,26,reviewed,us,us
2022-07-22T11:31:45.949Z,-20.042,169.2669,71,5.5,mww,95,46,3.07,0.6,us,us7000hsmm,2022-08-07T10:12:49.615Z,"55 km S of Isangel, Vanuatu",earthquake,7.41,1.941,0.051,37,reviewed,us,us
2022-07-22T03:01:57.418Z,40.6088,141.3232,87.462,5.2,mww,113,29,0.267,1.04,us,us7000hskb,2022-08-11T22:53:57.371Z,"10 km SSW of Misawa, Japan",earthquake,7.56,3.634,0.08,15,reviewed,us,us
2022-07-22T02:48:45.128Z,-58.995,-25.5176,57.4,5.1,mb,62,69,7.669,0.67,us,us7000hska,2022-08-11T22:34:47.040Z,South Sandwich Islands region,earthquake,10.95,5.165,0.074,62,reviewed,us,us
2022-07-21T17:07:25.226Z,21.1504,99.8777,5,5.9,mww,128,37,0.3,0.88,us,us7000hsg4,2022-08-25T20:12:42.279Z,"53 km S of K?ng Tung, Myanmar",earthquake,5.99,1.795,0.051,37,reviewed,us,us
2022-07-21T09:46:13.323Z,-21.7711,169.3958,10,5.1,mb,59,79,1.991,1.38,us,us7000hscu,2022-08-30T13:23:07.040Z,"158 km E of Tadine, New Caledonia",earthquake,6.8,1.812,0.056,103,reviewed,us,us
2022-07-20T04:22:42.946Z,10.7665,-86.196,40.22,5.1,mwr,111,135,0.86,0.68,us,us7000hs10,2022-09-18T22:26:44.040Z,"64 km SSW of San Juan del Sur, Nicaragua",earthquake,5.3,4.476,0.049,40,reviewed,us,us
2022-07-19T23:46:50.701Z,-4.1438,102.1383,52,5.3,mww,161,26,0.843,0.69,us,us7000hrxy,2022-08-15T03:41:36.647Z,"40 km SSW of Bengkulu, Indonesia",earthquake,7.34,1.873,0.098,10,reviewed,us,us
2022-07-18T18:40:33.197Z,78.5816,6.214,10,5.9,mww,115,31,1.173,0.78,us,us6000i3hy,2022-08-18T13:08:15.704Z,"215 km W of Longyearbyen, Svalbard and Jan Mayen",earthquake,8.19,1.805,0.04,59,reviewed,us,us
2022-07-18T12:22:44.372Z,33.0608,69.4864,10,5.2,mww,113,67,1.522,0.54,us,us6000i3el,2022-09-17T06:05:32.040Z,"50 km SW of Kh?st, Afghanistan",earthquake,7.12,1.854,0.093,11,reviewed,us,us
2022-07-17T23:20:46.729Z,-22.4454,-114.2308,10,5.6,mww,82,63,6.442,0.59,us,us6000i3bs,2022-08-02T03:53:59.369Z,Easter Island region,earthquake,10.4,1.8,0.083,14,reviewed,us,us
2022-07-17T12:58:36.202Z,-0.0306,123.0885,112.11,5.2,mww,103,25,1.053,0.81,us,us6000i38n,2022-07-30T08:02:42.472Z,"62 km S of Gorontalo, Indonesia",earthquake,5.1,4.6,0.057,30,reviewed,us,us
2022-07-17T09:13:03.363Z,-9.2537,110.8097,37.06,5.1,mb,81,58,1.362,0.47,us,us6000i37a,2022-07-30T06:44:33.684Z,"152 km SSE of Pundong, Indonesia",earthquake,5.4,5.8,0.072,62,reviewed,us,us
2022-07-16T18:08:08.122Z,-32.3157,-178.2246,10,5.2,mww,112,64,5.959,1.01,us,us6000i32x,2022-08-23T19:02:47.040Z,south of the Kermadec Islands,earthquake,9.85,1.719,0.089,12,reviewed,us,us
2022-07-16T18:04:03.349Z,-32.3288,-178.1734,10,5.2,mww,83,67,5.967,0.94,us,us6000i32y,2022-08-23T20:15:51.040Z,south of the Kermadec Islands,earthquake,9.62,1.64,0.078,16,reviewed,us,us
2022-07-16T09:58:21.257Z,-28.7467,-176.1769,10,5.1,mb,58,119,12.164,0.51,us,us6000i30d,2022-08-14T05:41:48.040Z,Kermadec Islands region,earthquake,13.55,1.884,0.037,242,reviewed,us,us
2022-07-16T07:50:50.460Z,-12.0595,165.4281,13.095,5.3,mww,95,105,3.783,0.5,us,us6000i2zg,2022-08-03T06:36:57.040Z,"153 km SSW of Lata, Solomon Islands",earthquake,8.55,4.525,0.08,15,reviewed,us,us
2022-07-16T03:25:48.348Z,-17.6505,-172.9327,10,5.4,mww,75,42,3.882,0.93,us,us6000i2y7,2022-08-27T09:18:25.067Z,"156 km NE of Neiafu, Tonga",earthquake,12.24,1.781,0.089,12,reviewed,us,us
2022-07-16T01:51:03.354Z,-28.8785,-175.9817,10,5.1,mww,80,67,12.359,0.73,us,us6000i2xq,2022-09-17T20:57:17.040Z,Kermadec Islands region,earthquake,10.17,1.224,0.093,11,reviewed,us,us
2022-07-15T21:27:28.667Z,-23.0444,-177.0753,166.568,5,mb,128,23,6.976,0.57,us,us6000i2vy,2022-08-19T02:59:21.040Z,"283 km SW of Vaini, Tonga",earthquake,6.5,4.532,0.029,383,reviewed,us,us
2022-07-15T19:37:22.791Z,-44.6215,-79.6496,24.499,6.4,mww,132,80,5.721,0.81,us,us6000i2v0,2022-08-17T15:17:35.585Z,"Off the coast of Aisen, Chile",earthquake,9.64,3.526,0.05,38,reviewed,us,us
2022-07-14T23:17:34.751Z,-14.9694,166.942,22.964,5.1,mww,87,31,0.538,0.64,us,us6000i2jn,2022-08-19T03:12:58.040Z,"16 km WNW of Port-Olry, Vanuatu",earthquake,8.44,4.997,0.098,10,reviewed,us,us
2022-07-14T22:30:11.448Z,-2.0369,-79.7903,73,5.7,mww,168,40,1.067,1.14,us,us6000i2j3,2022-09-16T23:03:23.764Z,"11 km SW of Samborondón, Ecuador",earthquake,6.09,1.67,0.041,56,reviewed,us,us
2022-07-14T19:16:58.990Z,10.7317,-62.6013,107.65,5.3,mww,132,31,1.673,0.97,us,us6000i2g9,2022-07-22T21:46:41.508Z,"37 km WNW of Güiria, Venezuela",earthquake,7.8,4.4,0.054,33,reviewed,us,us
2022-07-14T17:50:27.142Z,-15.0115,166.9262,20,5.8,mww,115,24,0.508,0.95,us,us6000i2fn,2022-07-22T20:35:05.810Z,"16 km WNW of Port-Olry, Vanuatu",earthquake,4.5,1.8,0.046,45,reviewed,us,us
2022-07-14T12:08:19.444Z,3.1004,127.1621,35.565,5,mb,86,41,2.322,0.88,us,us6000i2d7,2022-08-23T14:10:40.040Z,"178 km NNW of Tobelo, Indonesia",earthquake,5.36,5.403,0.048,139,reviewed,us,us
2022-07-14T02:14:28.477Z,-27.1648,-176.3111,10,5.4,mww,76,76,2.526,0.69,us,us6000i29z,2022-09-15T04:37:58.365Z,Kermadec Islands region,earthquake,5.35,1.764,0.08,15,reviewed,us,us
2022-07-13T21:21:29.464Z,-33.2252,-73.1747,22.04,5,mww,133,51,1.297,0.82,us,us6000i280,2022-08-18T03:22:45.040Z,"145 km W of Valparaíso, Chile",earthquake,2.81,3.627,0.073,18,reviewed,us,us
2022-07-13T17:56:16.055Z,-16.9962,-71.418,69.035,5,mb,53,122,1.709,0.9,us,us6000i25c,2022-08-18T20:15:01.040Z,"36 km SW of La Capilla, Peru",earthquake,8.3,6.264,0.047,144,reviewed,us,us
2022-07-13T15:00:28.543Z,-15.3595,-172.9429,10,5,mb,74,77,1.828,0.75,us,us6000i237,2022-08-08T01:59:16.040Z,Samoa Islands region,earthquake,9.46,1.826,0.063,84,reviewed,us,us
2022-07-13T09:13:33.954Z,-16.8461,-71.5427,21.132,5,mb,79,141,1.9,0.77,us,us6000i220,2022-08-17T05:23:04.040Z,"33 km SSW of Quequeña, Peru",earthquake,9.36,5.609,0.063,81,reviewed,us,us
2022-07-12T23:36:12.967Z,-16.7782,-71.2091,24.937,5.5,mww,149,99,1.787,0.63,us,us6000i1yw,2022-09-15T02:18:41.158Z,"3 km SW of La Capilla, Peru",earthquake,7.16,3.725,0.05,38,reviewed,us,us
2022-07-12T21:47:56.574Z,-22.4641,-114.0216,10,5.6,mww,120,42,32.846,0.69,us,us6000i1xv,2022-08-17T00:27:29.384Z,Easter Island region,earthquake,12.87,1.487,0.048,41,reviewed,us,us
2022-07-12T19:28:48.107Z,-22.2521,-113.8019,10,5.6,mb,213,55,32.765,0.82,us,us6000i1wq,2022-08-17T17:42:39.763Z,Easter Island region,earthquake,6.42,1.744,0.029,438,reviewed,us,us
2022-07-12T19:17:02.000Z,-22.778,-114.629,33,6.6,Mi,75,226.7999819,,,pt,pt22193052,2022-07-12T19:32:10.732Z,Easter Island region,earthquake,,,,43,reviewed,pt,pt
2022-07-12T19:16:58.460Z,-22.5907,-114.2583,10,6.8,mww,213,30,6.355,0.86,us,us6000i1wg,2022-08-17T17:57:08.086Z,Easter Island region,earthquake,9.25,1.72,0.04,59,reviewed,us,us
2022-07-12T16:58:05.597Z,61.0917,-60.0781,10,5.2,mww,208,27,4.751,0.79,us,us6000i1vl,2022-07-20T18:34:57.851Z,Davis Strait,earthquake,7.4,1.8,0.057,30,reviewed,us,us
2022-07-12T02:52:08.931Z,-5.9998,104.3005,51.01,5,mb,63,57,2.108,0.59,us,us6000i1qa,2022-07-21T03:56:11.040Z,"123 km WSW of Bandar Lampung, Indonesia",earthquake,3.7,5.8,0.063,80,reviewed,us,us
2022-07-12T02:04:52.235Z,-14.8908,-173.0297,10,5.7,mww,56,65,1.554,0.63,us,us6000i1q3,2022-08-26T01:52:49.325Z,"141 km SSW of Gataivai, Samoa",earthquake,8.05,1.822,0.078,16,reviewed,us,us
2022-07-12T00:35:05.019Z,-15.2502,-172.9633,10,5.8,mww,89,65,3.522,0.55,us,us6000i1pn,2022-08-28T16:49:58.005Z,"118 km NE of Hihifo, Tonga",earthquake,7.59,1.755,0.068,21,reviewed,us,us
2022-07-11T22:23:33.499Z,-14.9761,-173.0223,10,5.6,mww,57,64,1.602,0.58,us,us6000i1nd,2022-07-20T04:04:45.151Z,"136 km NE of Hihifo, Tonga",earthquake,8.5,1.8,0.071,19,reviewed,us,us
2022-07-11T21:47:00.319Z,-27.1893,-176.4315,10,5,mb,36,121,2.447,0.63,us,us6000i1n0,2022-08-17T00:10:40.040Z,Kermadec Islands region,earthquake,11.47,1.69,0.093,37,reviewed,us,us
2022-07-11T21:10:47.785Z,-18.1404,168.9678,10,6,mww,117,41,3.167,0.7,us,us6000i1ms,2022-08-17T00:04:14.545Z,"82 km ESE of Port-Vila, Vanuatu",earthquake,7.45,1.755,0.06,27,reviewed,us,us
2022-07-11T21:06:03.879Z,-18.1242,169.0534,10,5.7,mww,96,55,3.198,0.54,us,us6000i1ml,2022-08-16T23:58:36.311Z,"89 km ESE of Port-Vila, Vanuatu",earthquake,4.74,1.782,0.066,22,reviewed,us,us
2022-07-11T07:01:39.596Z,-27.3184,-176.4117,10,5,mb,67,39,2.349,0.51,us,us6000i1it,2022-08-11T08:17:31.040Z,Kermadec Islands region,earthquake,9.57,1.861,0.076,56,reviewed,us,us
2022-07-10T22:19:58.098Z,18.8235,147.0352,8,5.7,mww,117,22,5.605,0.64,us,us6000i1gc,2022-08-21T22:30:05.609Z,Mariana Islands region,earthquake,9,1.722,0.058,29,reviewed,us,us
2022-07-09T09:46:44.438Z,-5.9345,151.7914,10,5,mb,51,65,1.771,0.46,us,us6000i16i,2022-08-04T11:57:21.040Z,"183 km SSW of Kokopo, Papua New Guinea",earthquake,8.91,1.862,0.06,107,reviewed,us,us
2022-07-09T07:39:54.942Z,-27.9751,-176.5425,10,5.4,mww,115,68,1.763,0.67,us,us6000i167,2022-07-28T10:43:14.660Z,Kermadec Islands region,earthquake,11.3,1.9,0.059,28,reviewed,us,us
2022-07-09T03:06:04.245Z,-2.8773,138.9288,45.906,5,mb,56,65,6.672,0.66,us,us6000i14j,2022-08-05T21:25:11.040Z,"191 km W of Abepura, Indonesia",earthquake,10.76,5.172,0.054,113,reviewed,us,us
2022-07-09T02:53:46.615Z,-9.3644,112.9398,56.35,5.1,mb,77,38,1.491,0.8,us,us6000i14h,2022-08-05T21:20:58.040Z,"128 km SSW of Kencong, Indonesia",earthquake,7.22,1.027,0.065,80,reviewed,us,us
2022-07-08T23:43:29.293Z,18.8211,146.9402,10,5.9,mww,230,30,5.57,0.61,us,us6000i12c,2022-09-16T23:53:33.599Z,"Pagan region, Northern Mariana Islands",earthquake,8.96,1.744,0.098,10,reviewed,us,us
2022-07-08T23:36:06.595Z,18.8957,146.9699,10,5.8,mww,176,20,5.649,0.63,us,us6000i126,2022-09-13T06:25:45.040Z,"Pagan region, Northern Mariana Islands",earthquake,7.81,1.743,0.056,31,reviewed,us,us
2022-07-08T21:04:40.152Z,10.4818,94.1885,10,5.2,mww,78,61,1.836,0.65,us,us6000i117,2022-09-13T06:25:40.040Z,"Andaman Islands, India region",earthquake,7.7,1.7,0.093,11,reviewed,us,us
2022-07-08T20:46:11.529Z,19.0071,147.0313,10,5,mb,120,94,5.773,0.84,us,us6000i19a,2022-09-16T20:56:20.794Z,,earthquake,9.97,1.829,0.052,121,reviewed,us,us
2022-07-08T20:44:26.872Z,18.8161,146.9559,10,5.3,mww,183,43,5.571,0.58,us,us6000i10z,2022-09-13T06:25:40.040Z,,earthquake,8.74,1.788,0.093,11,reviewed,us,us
2022-07-08T20:27:08.850Z,-9.4648,112.9197,41.048,5.2,mww,162,27,1.568,0.87,us,us6000i10m,2022-09-13T06:25:39.040Z,"139 km SSW of Kencong, Indonesia",earthquake,6.14,3.808,0.098,10,reviewed,us,us
2022-07-08T17:46:28.725Z,18.8499,146.9747,10,5,mb,108,75,5.608,0.58,us,us6000i0za,2022-09-13T06:25:33.040Z,"Pagan region, Northern Mariana Islands",earthquake,8.47,1.808,0.038,224,reviewed,us,us
2022-07-08T17:23:46.021Z,18.8075,147.0719,12.658,5,mb,141,41,5.604,0.59,us,us6000i0yx,2022-09-13T06:25:32.040Z,Mariana Islands region,earthquake,7.43,3.252,0.037,232,reviewed,us,us
2022-07-08T17:10:02.051Z,18.7558,147.1053,10,5,mb,138,45,5.569,0.67,us,us6000i0yt,2022-09-13T06:25:31.040Z,Mariana Islands region,earthquake,9.64,1.804,0.039,213,reviewed,us,us
2022-07-08T17:02:58.492Z,18.7719,146.9891,10,5.3,mww,194,49,5.541,0.66,us,us6000i0ys,2022-09-13T06:25:30.040Z,"Pagan region, Northern Mariana Islands",earthquake,5.87,1.735,0.098,10,reviewed,us,us
2022-07-08T16:55:13.821Z,18.7627,147.0157,10,5.4,mww,108,32,5.542,0.73,us,us6000i0yr,2022-09-13T06:25:30.040Z,"415 km NNE of Saipan, Northern Mariana Islands",earthquake,8.9,1.825,0.05,39,reviewed,us,us
2022-07-08T09:40:18.554Z,52.1652,-174.9232,10,5.3,mww,200,82,0.448,0.51,us,us6000i0t5,2022-09-16T09:50:22.685Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,6.54,1.486,0.034,81,reviewed,us,us
2022-07-08T03:37:38.959Z,-5.2022,151.8614,58.867,5.3,mww,92,24,0.91,0.84,us,us6000i0ru,2022-09-13T06:24:16.040Z,"105 km SSW of Kokopo, Papua New Guinea",earthquake,7.49,3.226,0.083,14,reviewed,us,us
2022-07-08T01:01:44.144Z,-14.8823,167.1385,99.105,5.4,mww,85,38,0.565,0.8,us,us6000i0qx,2022-09-13T06:24:12.040Z,"19 km NNE of Port-Olry, Vanuatu",earthquake,9.64,3.807,0.093,11,reviewed,us,us
2022-07-08T00:00:03.956Z,26.7884,126.42,10,5,mww,79,77,1.656,0.68,us,us6000i0q6,2022-09-13T06:24:09.040Z,"140 km WNW of Naha, Japan",earthquake,4.2,1.8,0.066,22,reviewed,us,us
2022-07-06T15:12:28.560Z,-42.2963,-75.3571,10,5.5,mww,131,32,2.185,0.54,us,us6000i09s,2022-09-13T06:23:06.040Z,"131 km W of Castro, Chile",earthquake,8.16,1.767,0.049,40,reviewed,us,us
2022-07-06T05:10:17.576Z,-5.1633,101.0026,7.409,5.2,mb,88,41,2.103,0.88,us,us6000i071,2022-09-13T06:22:56.040Z,"205 km SW of Bengkulu, Indonesia",earthquake,7.19,3.583,0.068,70,reviewed,us,us
2022-07-05T20:10:25.994Z,38.4394,142.0322,73.636,5.3,mww,250,24,2.463,0.78,us,us6000i03g,2022-09-13T06:22:45.040Z,"63 km E of Ishinomaki, Japan",earthquake,6.2,4.203,0.061,26,reviewed,us,us
2022-07-05T06:40:45.297Z,-57.9246,-25.1941,33.453,5,mb,77,69,16.394,0.69,us,us6000hzxu,2022-09-13T06:22:28.040Z,South Sandwich Islands region,earthquake,8.54,3.982,0.063,79,reviewed,us,us
2022-07-05T06:06:13.690Z,10.2666,94.2833,10,5,mww,93,69,2.047,0.49,us,us6000hzxm,2022-09-13T06:22:27.040Z,"228 km SE of Port Blair, India",earthquake,7.6,1.9,0.093,11,reviewed,us,us
2022-07-05T00:26:56.477Z,10.3277,94.2534,10,5.4,mww,68,85,1.985,0.74,us,us6000hzwa,2022-09-13T06:22:18.040Z,"Andaman Islands, India region",earthquake,6.32,1.836,0.068,21,reviewed,us,us
2022-07-04T22:10:40.912Z,-55.9401,-27.295,59.931,5.1,mb,68,67,18.575,0.64,us,us6000hzvi,2022-09-13T06:22:16.040Z,South Sandwich Islands region,earthquake,12.6,6.734,0.07,66,reviewed,us,us
2022-07-04T19:36:57.000Z,10.2638,93.9224,10,5,mb,53,67,1.803,0.92,us,us6000hzue,2022-09-13T06:22:10.040Z,"201 km SE of Port Blair, India",earthquake,8.3,1.9,0.08,50,reviewed,us,us
2022-07-04T18:11:52.659Z,-40.9107,-91.7382,10,5,mb,72,115,14.528,0.86,us,us6000hzu0,2022-09-13T06:22:07.040Z,West Chile Rise,earthquake,10.3,1.7,0.044,168,reviewed,us,us
2022-07-04T11:48:11.309Z,10.3944,94.2851,10,5,mb,87,85,5.54,0.64,us,us6000hzqu,2022-09-13T06:21:55.040Z,"219 km SE of Port Blair, India",earthquake,8.4,1.9,0.051,122,reviewed,us,us
2022-07-04T09:55:18.979Z,10.3591,94.1964,10,5,mww,72,58,1.922,0.5,us,us6000hzq5,2022-09-13T06:21:53.040Z,"Andaman Islands, India region",earthquake,5.42,1.772,0.086,13,reviewed,us,us
2022-07-04T09:19:07.442Z,56.593,-169.1877,10,5.2,mb,43,71,4.994,1.19,us,us6000i0x0,2022-09-13T06:24:53.040Z,"22 km E of Saint George, Alaska",earthquake,9.2,1.8,0.149,20,reviewed,us,us
2022-07-04T09:17:43.277Z,56.6383,-169.0865,11.623,5.4,mww,143,34,0.258,0.45,us,us6000hzpv,2022-09-19T09:27:53.476Z,"28 km E of Saint George, Alaska",earthquake,5.21,3.262,0.031,102,reviewed,us,us
2022-07-04T09:07:03.697Z,10.3072,94.1437,10,5,mww,77,57,1.92,1,us,us6000hzpu,2022-09-13T06:21:51.040Z,"214 km SE of Port Blair, India",earthquake,7.09,1.772,0.086,13,reviewed,us,us
2022-07-04T08:36:19.007Z,10.4305,94.1413,10,5.1,mb,116,69,1.834,0.5,us,us6000hzpp,2022-09-13T06:21:50.040Z,"204 km SE of Port Blair, India",earthquake,6.1,1.781,0.044,164,reviewed,us,us
2022-07-04T07:27:20.551Z,-15.7153,-177.5751,418.205,5.2,mb,112,51,1.496,0.45,us,us6000hzpa,2022-09-13T06:21:48.040Z,"165 km SSE of Alo, Wallis and Futuna",earthquake,11.62,6.245,0.023,601,reviewed,us,us
2022-07-03T02:26:12.521Z,19.5636,94.8605,10,5.1,mww,109,28,1.222,1.05,us,us6000hzh5,2022-09-13T06:21:22.040Z,"43 km WNW of Myaydo, Myanmar",earthquake,3.42,1.672,0.098,10,reviewed,us,us
2022-07-02T23:49:12.457Z,0.9953,126.0371,21.222,5.3,mww,190,42,1.348,0.71,us,us6000hzgi,2022-09-13T06:21:15.040Z,"129 km ESE of Tondano, Indonesia",earthquake,6.33,3.838,0.083,14,reviewed,us,us
2022-07-02T22:02:12.144Z,40.9295,78.0893,10,5,mww,238,44,0.827,0.48,us,us6000hzg9,2022-09-13T06:21:14.040Z,"154 km SSE of Kadzhi-Say, Kyrgyzstan",earthquake,4.78,1.732,0.083,14,reviewed,us,us
2022-07-02T01:59:45.250Z,45.9178,142.0358,309,5.9,mww,139,51,1.155,1.07,us,us6000hzas,2022-09-13T06:20:39.040Z,"58 km SSE of Shebunino, Russia",earthquake,5.3,1.7,0.038,65,reviewed,us,us
2022-07-01T23:25:13.465Z,26.8878,55.3213,9,6,mwb,379,20,2.091,0.6,us,us6000hz9v,2022-09-03T21:03:28.040Z,,earthquake,7.08,1.722,0.028,126,reviewed,us,us
2022-07-01T23:24:13.113Z,26.8843,55.2572,7,5.7,mwb,135,26,2.111,0.79,us,us6000hz9p,2022-09-03T21:03:28.040Z,southern Iran,earthquake,6.84,1.732,0.036,74,reviewed,us,us
2022-07-01T21:47:51.095Z,26.8923,55.2365,10,5,mb,160,54,2.126,0.59,us,us6000hz94,2022-09-03T21:03:27.040Z,southern Iran,earthquake,7.14,1.812,0.04,200,reviewed,us,us
2022-07-01T21:32:07.977Z,26.9061,55.2389,16,6,mww,191,19,2.137,0.67,us,us6000hz8x,2022-09-03T21:03:27.040Z,"52 km NE of Bandar-e Lengeh, Iran",earthquake,7.1,1.707,0.057,30,reviewed,us,us
2022-07-01T20:13:12.424Z,37.4844,78.6539,10,5,mb,123,51,4.289,0.45,us,us6000hz80,2022-09-03T21:03:27.040Z,"24 km NNW of Zangguy, China",earthquake,7.8,1.8,0.042,184,reviewed,us,us
2022-06-30T18:40:36.938Z,19.0236,121.3363,30,6,mww,144,26,3.782,1.01,us,us6000hywe,2022-09-03T21:03:23.040Z,"49 km NNE of Namuac, Philippines",earthquake,8,1.8,0.042,55,reviewed,us,us
2022-06-30T05:21:16.758Z,-17.03,-70.1403,154.255,5.1,mww,133,128,0.841,0.59,us,us6000hyq6,2022-09-03T21:03:19.040Z,"26 km ENE of Pujocucho, Peru",earthquake,8.12,5.308,0.055,32,reviewed,us,us
2022-06-29T19:17:58.929Z,-58.4454,-26.2151,101.71,5.3,mww,93,37,16.344,0.79,us,us6000hyju,2022-09-03T21:03:18.040Z,South Sandwich Islands region,earthquake,3.4,4.8,0.083,14,reviewed,us,us
2022-06-29T06:05:51.440Z,44.3995,-28.258,10,5,mww,83,49,16.441,0.82,us,us7000hl1f,2022-09-03T21:03:48.040Z,northern Mid-Atlantic Ridge,earthquake,11.43,1.824,0.055,32,reviewed,us,us
2022-06-28T15:52:13.188Z,-9.1986,123.6014,102.45,5,mb,85,40,1.459,0.71,us,us7000hkva,2022-09-03T21:03:46.040Z,"47 km NNW of Naisano Dua, Indonesia",earthquake,7.6,5.7,0.059,94,reviewed,us,us
2022-06-28T13:43:28.871Z,21.9759,120.3109,10,5.3,mww,131,50,1.099,0.52,us,us7000hkud,2022-09-03T21:03:46.040Z,"44 km W of Hengchun, Taiwan",earthquake,2.26,1.811,0.051,37,reviewed,us,us
2022-06-28T13:34:58.401Z,22.0375,120.2437,10,5,mww,102,74,1.096,0.5,us,us7000hkub,2022-09-03T21:03:46.040Z,"51 km W of Hengchun, Taiwan",earthquake,4.11,1.802,0.062,25,reviewed,us,us
2022-06-27T22:03:21.921Z,22.1059,120.2357,10,5,mb,96,73,1.054,0.7,us,us7000hkq2,2022-09-03T21:03:44.040Z,"45 km SSW of Donggang, Taiwan",earthquake,6.4,1.8,0.041,194,reviewed,us,us
2022-06-27T20:06:59.838Z,22.0432,120.24,10,5,mww,85,69,1.094,0.73,us,us7000hkny,2022-09-03T21:03:43.040Z,"51 km SSW of Donggang, Taiwan",earthquake,7.4,1.8,0.055,32,reviewed,us,us
2022-06-27T19:17:36.180Z,-4.5086,153.4016,105.119,5.3,mww,144,18,1.274,0.95,us,us7000hknd,2022-09-03T21:03:43.040Z,"127 km E of Kokopo, Papua New Guinea",earthquake,8.02,4.046,0.061,26,reviewed,us,us
2022-06-27T01:52:38.715Z,-60.3844,-26.3007,10,5.3,mb,81,43,17.732,0.67,us,us7000hkh5,2022-09-03T21:03:42.040Z,South Sandwich Islands region,earthquake,9.5,1.3,0.059,97,reviewed,us,us
2022-06-26T02:02:34.927Z,-17.177,-73.7809,9.03,5.7,mww,147,49,3.485,0.81,us,us7000hk9n,2022-09-03T21:03:39.040Z,"108 km S of Atico, Peru",earthquake,8.1,2.7,0.039,62,reviewed,us,us
2022-06-25T11:54:04.949Z,-22.3892,171.6263,35,5,mb,66,78,3.872,0.46,us,us7000hk67,2022-09-03T21:03:37.040Z,southeast of the Loyalty Islands,earthquake,9.83,1.852,0.055,104,reviewed,us,us
2022-06-25T03:54:50.807Z,-29.527,-71.4974,70.246,5.1,mwr,130,88,0.451,0.67,us,us7000hk3y,2022-09-03T21:03:36.040Z,"48 km NNW of La Serena, Chile",earthquake,4.44,4.355,0.051,37,reviewed,us,us
2022-06-25T03:37:14.329Z,26.7341,54.2683,12,5.6,mww,150,42,2.493,0.83,us,us7000hk3w,2022-09-03T21:03:36.040Z,"31 km NE of K?sh, Iran",earthquake,7.7,1.7,0.062,25,reviewed,us,us
2022-06-24T18:56:34.197Z,-1.8368,100.4097,50.54,5.1,mb,142,51,2.238,0.88,us,us7000hk0k,2022-08-28T03:21:12.040Z,"98 km S of Padang, Indonesia",earthquake,7,4.9,0.047,150,reviewed,us,us
2022-06-24T17:45:52.602Z,-47.5154,-12.8396,10,5,mb,53,51,24.683,0.61,us,us7000hk5p,2022-08-28T03:21:11.040Z,southern Mid-Atlantic Ridge,earthquake,13,1.8,0.093,38,reviewed,us,us
